id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
18183616,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18184417,No,Mitte,Private room,1.0,0-50,91-100
18185955,No,Mitte,Private room,1.0,0-50,91-100
18187883,No,Charlottenburg-Wilm.,Private room,1.0,201-250,91-100
18189617,Yes,Mitte,Private room,1.0,0-50,91-100
18195157,Yes,Charlottenburg-Wilm.,Private room,1.0,201-250,91-100
18195433,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18201775,No,Reinickendorf,Private room,1.0,0-50,91-100
18202888,No,Neukölln,Private room,1.0,0-50,91-100
18203738,No,Treptow - Köpenick,Entire home/apt,4.0,201-250,91-100
18204674,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,91-100
18205178,No,Mitte,Private room,2.0,0-50,91-100
18205432,No,Charlottenburg-Wilm.,Private room,1.0,151-200,91-100
18209512,No,Neukölln,Private room,1.0,0-50,81-90
18218700,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18219192,No,Mitte,Entire home/apt,1.0,0-50,91-100
18222171,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,251-300,91-100
18225202,Yes,Neukölln,Private room,1.0,0-50,91-100
18231277,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18233851,No,Mitte,Private room,1.0,0-50,71-80
18234476,No,Neukölln,Entire home/apt,1.0,0-50,81-90
18238487,Yes,Mitte,Entire home/apt,2.0,151-200,91-100
18245369,No,Pankow,Entire home/apt,1.0,0-50,91-100
18261310,No,Mitte,Entire home/apt,1.0,0-50,91-100
18261386,Yes,Neukölln,Private room,3.0,300+,91-100
18261483,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,151-200,91-100
18262323,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
18262514,No,Steglitz - Zehlendorf,Entire home/apt,3.0,300+,91-100
18266768,No,Steglitz - Zehlendorf,Entire home/apt,2.0,101-150,91-100
18269992,No,Pankow,Private room,3.0,0-50,91-100
18270174,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
18272149,No,Pankow,Private room,1.0,0-50,91-100
18279124,No,Mitte,Entire home/apt,3.0,101-150,91-100
18279845,Yes,Mitte,Entire home/apt,2.0,201-250,91-100
18284465,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18285390,No,Charlottenburg-Wilm.,Private room,1.0,151-200,91-100
18285392,Yes,Neukölln,Entire home/apt,1.0,101-150,91-100
18286565,No,Reinickendorf,Private room,1.0,0-50,91-100
18289300,No,Charlottenburg-Wilm.,Entire home/apt,4.0,151-200,91-100
18298685,No,Neukölln,Private room,1.0,51-100,91-100
18303653,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18304081,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
18309068,No,Pankow,Entire home/apt,4.0,0-50,91-100
18309124,No,Charlottenburg-Wilm.,Private room,2.0,300+,91-100
18309298,No,Mitte,Private room,1.0,0-50,91-100
18309638,No,Steglitz - Zehlendorf,Entire home/apt,1.0,300+,91-100
18315350,No,Neukölln,Entire home/apt,2.0,0-50,91-100
18324532,No,Pankow,Private room,1.0,0-50,91-100
18326179,No,Neukölln,Entire home/apt,4.0,0-50,81-90
18327186,No,Charlottenburg-Wilm.,Entire home/apt,7+,151-200,81-90
18329696,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18334137,No,Mitte,Entire home/apt,1.0,0-50,91-100
18337166,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,81-90
18339137,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
18343135,No,Mitte,Private room,1.0,0-50,91-100
18343337,Yes,Mitte,Entire home/apt,2.0,151-200,91-100
18343791,No,Pankow,Private room,1.0,0-50,91-100
18350049,No,Pankow,Private room,2.0,300+,91-100
18350730,No,Neukölln,Private room,1.0,0-50,91-100
18352196,No,Neukölln,Private room,1.0,0-50,91-100
18352268,No,Charlottenburg-Wilm.,Private room,1.0,0-50,81-90
18356081,No,Neukölln,Private room,1.0,51-100,91-100
18356099,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
18359639,No,Pankow,Entire home/apt,2.0,0-50,91-100
18364536,No,Mitte,Private room,1.0,0-50,91-100
18364589,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
18364724,Yes,Mitte,Private room,1.0,0-50,91-100
18365897,No,Charlottenburg-Wilm.,Private room,3.0,201-250,91-100
18366439,No,Marzahn - Hellersdorf,Entire home/apt,2.0,0-50,81-90
18368379,No,Neukölln,Private room,1.0,0-50,91-100
18371641,No,Pankow,Private room,1.0,51-100,91-100
18371783,No,Lichtenberg,Entire home/apt,2.0,0-50,below 70
18372963,No,Reinickendorf,Entire home/apt,1.0,0-50,91-100
18373911,No,Steglitz - Zehlendorf,Entire home/apt,1.0,0-50,71-80
18375001,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
18380503,No,Charlottenburg-Wilm.,Entire home/apt,1.0,101-150,91-100
18382782,Yes,Mitte,Entire home/apt,1.0,51-100,91-100
18383431,No,Neukölln,Private room,1.0,0-50,91-100
18385814,Yes,Lichtenberg,Private room,1.0,101-150,91-100
18386291,No,Mitte,Private room,1.0,0-50,91-100
18387041,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18387107,No,Charlottenburg-Wilm.,Private room,1.0,300+,81-90
18397551,Yes,Tempelhof - Schöneberg,Private room,1.0,201-250,91-100
18399885,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18401634,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18401785,Yes,Friedrichshain-Kreuzberg,Private room,2.0,51-100,91-100
18404033,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18406113,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18409013,No,Neukölln,Private room,6.0,300+,81-90
18410013,No,Lichtenberg,Private room,1.0,0-50,91-100
18418687,No,Pankow,Entire home/apt,2.0,201-250,81-90
18422040,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
18428356,No,Pankow,Entire home/apt,1.0,51-100,81-90
18429872,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
18435610,No,Pankow,Private room,1.0,0-50,91-100
18439015,No,Lichtenberg,Entire home/apt,2.0,0-50,81-90
18439755,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18440219,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18444663,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
18444794,No,Pankow,Private room,6.0,201-250,91-100
18446592,No,Mitte,Private room,1.0,0-50,91-100
18447207,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18447209,No,Treptow - Köpenick,Entire home/apt,2.0,0-50,91-100
18451752,No,Neukölln,Entire home/apt,2.0,0-50,91-100
18454444,No,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
18456631,Yes,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
18456888,No,Pankow,Entire home/apt,1.0,0-50,91-100
18457284,No,Mitte,Entire home/apt,5.0,0-50,81-90
18468553,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18468668,Yes,Marzahn - Hellersdorf,Entire home/apt,4.0,300+,91-100
18472064,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
18472424,Yes,Neukölln,Private room,1.0,51-100,91-100
18473062,Yes,Neukölln,Entire home/apt,4.0,300+,91-100
18478528,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
18480715,Yes,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
18494350,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18496642,No,Neukölln,Private room,1.0,101-150,91-100
18497595,No,Neukölln,Private room,1.0,0-50,91-100
18501498,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18502588,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18506873,Yes,Pankow,Entire home/apt,1.0,101-150,91-100
18513056,No,Neukölln,Entire home/apt,2.0,0-50,91-100
18517360,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
18521477,Yes,Marzahn - Hellersdorf,Private room,1.0,251-300,91-100
18523160,No,Mitte,Private room,3.0,0-50,below 70
18523824,No,Mitte,Private room,1.0,0-50,91-100
18524158,No,Treptow - Köpenick,Entire home/apt,7+,300+,91-100
18524317,No,Charlottenburg-Wilm.,Private room,1.0,300+,71-80
18524659,No,Tempelhof - Schöneberg,Entire home/apt,3.0,51-100,91-100
18525282,No,Mitte,Private room,1.0,201-250,below 70
18529618,No,Pankow,Entire home/apt,1.0,0-50,91-100
18532681,No,Tempelhof - Schöneberg,Private room,3.0,0-50,91-100
18534945,No,Charlottenburg-Wilm.,Private room,2.0,151-200,91-100
18543592,No,Mitte,Entire home/apt,3.0,300+,81-90
18544567,No,Mitte,Private room,1.0,0-50,91-100
18545407,No,Mitte,Private room,1.0,0-50,91-100
18546362,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,71-80
18546388,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18546940,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18547011,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18547476,No,Mitte,Private room,2.0,0-50,81-90
18553636,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18554324,No,Pankow,Private room,1.0,300+,91-100
18558104,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18561065,No,Neukölln,Private room,1.0,0-50,91-100
18561176,No,Reinickendorf,Private room,1.0,0-50,81-90
18561872,No,Pankow,Private room,1.0,300+,91-100
18563782,Yes,Pankow,Entire home/apt,5.0,0-50,91-100
18571851,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,101-150,91-100
18575707,No,Pankow,Private room,1.0,0-50,91-100
18577195,No,Neukölln,Private room,1.0,0-50,91-100
18579300,No,Mitte,Private room,1.0,0-50,91-100
18590850,Yes,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
18590937,No,Neukölln,Private room,1.0,300+,91-100
18591937,No,Lichtenberg,Private room,1.0,0-50,91-100
18592924,Yes,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
18595452,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18596391,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18596542,No,Pankow,Entire home/apt,2.0,0-50,91-100
18605069,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
18605817,Yes,Tempelhof - Schöneberg,Entire home/apt,2.0,251-300,91-100
18605976,No,Neukölln,Private room,1.0,101-150,91-100
18606044,Yes,Mitte,Entire home/apt,3.0,51-100,91-100
18606463,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18610999,No,Charlottenburg-Wilm.,Private room,1.0,0-50,81-90
18612501,No,Pankow,Entire home/apt,2.0,0-50,91-100
18612697,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18613349,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18614570,No,Neukölln,Private room,1.0,0-50,91-100
18621895,Yes,Mitte,Private room,2.0,0-50,91-100
18623451,No,Treptow - Köpenick,Private room,1.0,0-50,81-90
18623628,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,81-90
18625088,No,Tempelhof - Schöneberg,Entire home/apt,1.0,151-200,81-90
18632802,No,Steglitz - Zehlendorf,Entire home/apt,6.0,0-50,91-100
18641674,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
18642062,No,Neukölln,Private room,1.0,0-50,91-100
18642574,No,Mitte,Entire home/apt,2.0,0-50,91-100
18644219,Yes,Neukölln,Private room,1.0,51-100,91-100
18646765,No,Mitte,Entire home/apt,1.0,251-300,91-100
18647343,No,Lichtenberg,Entire home/apt,5.0,300+,81-90
18649143,No,Mitte,Private room,2.0,51-100,91-100
18650614,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,0-50,91-100
18653503,No,Pankow,Entire home/apt,1.0,0-50,81-90
18659334,Yes,Pankow,Entire home/apt,2.0,251-300,91-100
18659651,No,Mitte,Entire home/apt,7+,0-50,81-90
18662353,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,91-100
18664344,No,Neukölln,Private room,1.0,0-50,below 70
18665307,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18667764,No,Pankow,Private room,1.0,0-50,91-100
18667962,No,Neukölln,Entire home/apt,3.0,300+,81-90
18668100,Yes,Mitte,Private room,1.0,0-50,91-100
18668134,No,Neukölln,Private room,1.0,0-50,91-100
18669477,No,Lichtenberg,Entire home/apt,7+,300+,91-100
18671787,Yes,Pankow,Entire home/apt,3.0,251-300,91-100
18672607,No,Mitte,Entire home/apt,1.0,0-50,91-100
18676113,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
18683173,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
18694464,No,Friedrichshain-Kreuzberg,Private room,2.0,300+,91-100
18695501,No,Mitte,Entire home/apt,4.0,151-200,81-90
18696453,No,Mitte,Entire home/apt,2.0,0-50,91-100
18696785,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18696907,No,Friedrichshain-Kreuzberg,Private room,1.0,201-250,91-100
18697244,No,Pankow,Entire home/apt,1.0,51-100,91-100
18697830,No,Pankow,Private room,1.0,300+,91-100
18698064,Yes,Tempelhof - Schöneberg,Entire home/apt,0.0,51-100,91-100
18702309,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18709888,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18711432,No,Mitte,Private room,1.0,51-100,91-100
18712663,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18714605,No,Pankow,Entire home/apt,2.0,0-50,91-100
18714753,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
18724217,No,Pankow,Entire home/apt,1.0,51-100,91-100
18725274,No,Lichtenberg,Private room,1.0,300+,81-90
18727771,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18731192,No,Neukölln,Private room,2.0,0-50,91-100
18733837,No,Tempelhof - Schöneberg,Private room,1.0,51-100,81-90
18741413,No,Neukölln,Entire home/apt,2.0,0-50,91-100
18745186,No,Neukölln,Private room,1.0,0-50,81-90
18745287,Yes,Tempelhof - Schöneberg,Entire home/apt,4.0,251-300,91-100
18745424,No,Reinickendorf,Private room,1.0,151-200,91-100
18745856,No,Spandau,Entire home/apt,3.0,51-100,91-100
18746261,No,Pankow,Private room,1.0,0-50,91-100
18746616,No,Neukölln,Private room,1.0,0-50,91-100
18748141,Yes,Mitte,Entire home/apt,1.0,201-250,91-100
18748209,No,Mitte,Private room,2.0,0-50,91-100
18748741,No,Mitte,Entire home/apt,1.0,51-100,91-100
18750476,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18750683,No,Mitte,Entire home/apt,1.0,0-50,91-100
18750725,No,Pankow,Private room,1.0,151-200,91-100
18751750,No,Pankow,Private room,2.0,0-50,81-90
18754513,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,71-80
18759665,No,Friedrichshain-Kreuzberg,Private room,2.0,300+,91-100
18761424,No,Mitte,Private room,1.0,0-50,81-90
18763677,Yes,Mitte,Private room,1.0,51-100,91-100
18763985,Yes,Pankow,Private room,1.0,51-100,91-100
18764398,No,Lichtenberg,Private room,2.0,0-50,91-100
18765843,No,Pankow,Private room,1.0,0-50,91-100
18767162,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
18767264,Yes,Mitte,Entire home/apt,2.0,300+,91-100
18767372,No,Mitte,Entire home/apt,1.0,0-50,91-100
18768640,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18768947,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18782657,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
18783039,No,Treptow - Köpenick,Entire home/apt,6.0,151-200,91-100
18783449,No,Pankow,Entire home/apt,1.0,0-50,91-100
18785919,No,Neukölln,Entire home/apt,1.0,251-300,91-100
18788291,Yes,Mitte,Entire home/apt,2.0,0-50,91-100
18789310,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
18791056,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,81-90
18798370,No,Mitte,Private room,1.0,0-50,91-100
18798641,No,Mitte,Entire home/apt,2.0,201-250,81-90
18801726,No,Charlottenburg-Wilm.,Private room,2.0,0-50,81-90
18802212,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18804043,No,Neukölln,Private room,1.0,0-50,81-90
18806873,Yes,Tempelhof - Schöneberg,Entire home/apt,4.0,101-150,91-100
18807537,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18815722,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18817072,No,Pankow,Private room,1.0,51-100,91-100
18818384,No,Treptow - Köpenick,Entire home/apt,2.0,0-50,91-100
18823833,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18824105,No,Neukölln,Private room,1.0,0-50,91-100
18831956,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
18832968,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18834337,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
18834853,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,91-100
18837167,No,Neukölln,Private room,2.0,0-50,81-90
18837168,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18837606,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
18840119,No,Mitte,Private room,2.0,51-100,91-100
18840946,No,Treptow - Köpenick,Entire home/apt,3.0,0-50,91-100
18846551,No,Mitte,Entire home/apt,1.0,0-50,91-100
18848814,No,Tempelhof - Schöneberg,Private room,1.0,151-200,91-100
18849131,Yes,Pankow,Private room,1.0,51-100,91-100
18850799,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18851349,No,Neukölln,Entire home/apt,1.0,0-50,71-80
18852874,No,Neukölln,Private room,1.0,51-100,91-100
18854757,No,Pankow,Entire home/apt,2.0,0-50,91-100
18854789,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,71-80
18855206,Yes,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
18861003,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18862428,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
18863113,No,Mitte,Entire home/apt,2.0,51-100,91-100
18864838,No,Mitte,Entire home/apt,1.0,0-50,91-100
18868167,Yes,Pankow,Entire home/apt,4.0,0-50,91-100
18868454,No,Neukölln,Private room,0.0,51-100,91-100
18870555,No,Mitte,Private room,1.0,0-50,91-100
18870646,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
18871643,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18873963,No,Treptow - Köpenick,Private room,2.0,0-50,91-100
18882696,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18883832,No,Neukölln,Private room,1.0,0-50,91-100
18885687,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18886044,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18892410,No,Lichtenberg,Private room,1.0,51-100,91-100
18894311,No,Pankow,Entire home/apt,1.0,51-100,71-80
18901419,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
18902130,No,Mitte,Entire home/apt,1.0,0-50,91-100
18903043,No,Neukölln,Private room,1.0,51-100,91-100
18903949,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18904848,No,Tempelhof - Schöneberg,Private room,1.0,0-50,71-80
18913459,No,Neukölln,Entire home/apt,1.0,151-200,91-100
18918857,No,Mitte,Private room,2.0,251-300,91-100
18924370,Yes,Spandau,Entire home/apt,0.0,0-50,91-100
18924659,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18925029,No,Mitte,Entire home/apt,2.0,0-50,71-80
18925102,No,Mitte,Entire home/apt,3.0,300+,91-100
18925906,Yes,Neukölln,Private room,1.0,300+,91-100
18937951,Yes,Charlottenburg-Wilm.,Private room,4.0,300+,91-100
18938991,No,Pankow,Entire home/apt,2.0,0-50,91-100
18940490,Yes,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18942214,No,Mitte,Entire home/apt,1.0,0-50,91-100
18956417,Yes,Friedrichshain-Kreuzberg,Private room,1.0,101-150,91-100
18956560,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
18957016,Yes,Mitte,Entire home/apt,2.0,0-50,91-100
18961325,No,Mitte,Entire home/apt,1.0,0-50,91-100
18961349,No,Neukölln,Private room,1.0,0-50,71-80
18967525,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18969746,Yes,Friedrichshain-Kreuzberg,Entire home/apt,5.0,0-50,91-100
18970937,Yes,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
18971477,No,Friedrichshain-Kreuzberg,Private room,1.0,101-150,91-100
18972885,Yes,Pankow,Private room,1.0,0-50,91-100
18973648,No,Steglitz - Zehlendorf,Private room,0.0,151-200,81-90
18975216,No,Pankow,Entire home/apt,2.0,0-50,71-80
18981768,No,Mitte,Entire home/apt,2.0,0-50,91-100
18983981,No,Neukölln,Entire home/apt,2.0,51-100,81-90
18984783,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18984858,No,Neukölln,Private room,1.0,0-50,91-100
18985325,Yes,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
18986200,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,51-100,91-100
18987322,No,Mitte,Entire home/apt,1.0,300+,91-100
18991291,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
18993629,No,Tempelhof - Schöneberg,Private room,2.0,0-50,91-100
18994069,No,Mitte,Private room,1.0,0-50,91-100
18995629,No,Pankow,Entire home/apt,3.0,0-50,91-100
18995895,No,Neukölln,Entire home/apt,1.0,0-50,91-100
18996038,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18996769,Yes,Pankow,Entire home/apt,1.0,51-100,91-100
19002695,No,Neukölln,Entire home/apt,1.0,0-50,91-100
19005257,No,Mitte,Private room,1.0,0-50,91-100
19008890,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
19009040,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
19009120,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
19012121,No,Neukölln,Private room,2.0,0-50,91-100
19014151,No,Mitte,Entire home/apt,1.0,0-50,91-100
19015497,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
19016841,No,Pankow,Entire home/apt,2.0,0-50,81-90
19022797,No,Pankow,Private room,1.0,0-50,91-100
19023126,Yes,Mitte,Entire home/apt,3.0,101-150,91-100
19026029,No,Neukölln,Private room,1.0,300+,91-100
19029646,No,Neukölln,Private room,1.0,0-50,81-90
19031999,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
19034835,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
19036485,No,Friedrichshain-Kreuzberg,Private room,0.0,51-100,91-100
19042337,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
19042383,No,Steglitz - Zehlendorf,Entire home/apt,5.0,0-50,91-100
19043041,Yes,Friedrichshain-Kreuzberg,Private room,3.0,151-200,91-100
19044015,Yes,Lichtenberg,Private room,1.0,0-50,91-100
19047666,No,Lichtenberg,Private room,1.0,0-50,91-100
19052135,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
19054552,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
19060013,No,Neukölln,Private room,1.0,0-50,91-100
19060711,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
19061860,No,Reinickendorf,Entire home/apt,2.0,0-50,71-80
